Ethiopia 	 	* 	 	 	 	0 0 0 0 0 1 0 0 0 0 0 0 - - - - - - - - - - - -
Fiji 	 	* 	 	 	 	1 1 0 0 1 0 0 0 1 0 0 0 - - - - - - - - - - - -
Finland 	 	 	* 	 	 	0 1 0 0 0 1 1 0 0 - - - - - - - - - - - - - - -
France 	 	 	 	* 	 	0 0 1 1 1 0 - - - - - - - - - - - - - - - - - -
Gabon 	 	* 	 	 	 	0 0 0 0 0 0 1 1 1 1 1 0 - - - - - - - - - - - -
Gambia 	 	* 	 	 	 	0 0 0 0 1 0 0 1 1 0 1 0 - - - - - - - - - - - -
Georgia 	* 	 	 	 	 	0 1 0 1 0 0 0 1 0 1 0 0 0 0 - - - - - - - - - -
Germany 	 	 	 	* 	 	0 0 1 1 1 1 - - - - - - - - - - - - - - - - - -
Ghana 	 	* 	 	 	 	0 0 0 0 0 1 0 0 0 1 0 0 - - - - - - - - - - - -
Greece 	 	 	* 	 	 	0 1 0 0 0 1 1 0 1 - - - - - - - - - - - - - - -
Grenada 	* 	 	 	 	 	0 0 0 0 1 1 0 0 1 1 0 0 0 0 - - - - - - - - - -
Guatemala 	 	* 	 	 	 	0 0 0 0 1 0 1 1 0 1 0 0 - - - - - - - - - - - -
Guinea 	 	* 	 	 	 	0 0 0 0 0 1 0 0 0 1 1 0 - - - - - - - - - - - -
Guinea-Bissau 	* 	 	 	 	 	0 0 0 0 0 1 0 0 1 0 0 0 0 0 - - - - - - - - - -
Guyana 	 	* 	 	 	 	0 0 0 0 1 0 1 1 0 1 1 0 - - - - - - - - - - - -
Haiti 	 	* 	 	 	 	0 0 0 0 1 0 1 1 1 0 0 0 - - - - - - - - - - - -
Honduras 	 	* 	 	 	 	0 0 0 0 1 0 1 1 1 0 1 0 - - - - - - - - - - - -
Hungary 	 	 	* 	 	 	0 1 0 0 0 1 1 1 0 - - - - - - - - - - - - - - -
Iceland 	 	* 	 	 	 	0 1 0 0 1 1 0 0 1 1 0 0 - - - - - - - - - - - -
India 	 	 	 	* 	 	1 0 0 0 0 0 - - - - - - - - - - - - - - - - - -
Indonesia 	 	 	* 	 	 	1 0 0 0 1 0 1 0 0 - - - - - - - - - - - - - - -
Iran, Islamic Republic of 	 	 	* 	 	 	0 1 1 1 0 0 1 1 0 - - - - - - - - - - - - - - -
Iraq 	 	 	* 	 	 	0 1 1 1 0 0 1 0 1 - - - - - - - - - - - - - - -
Ireland 	 	* 	 	 	 	0 1 0 0 1 1 0 0 1 0 1 0 - - - - - - - - - - - -
Israel 	 	 	* 	 	 	0 1 1 1 0 0 1 1 1 - - - - - - - - - - - - - - -
Italy 	 	 	 	* 	 	0 0 1 1 0 0 - - - - - - - - - - - - - - - - - -
Jamaica 	 	* 	 	 	 	0 0 0 0 1 0 1 1 1 1 1 0 - - - - - - - - - - - -
Japan 	 	 	 	* 	 	1 0 0 0 0 1 - - - - - - - - - - - - - - - - - -
Jordan 	 	 	* 	 	 	0 1 1 1 0 1 0 0 0 - - - - - - - - - - - - - - -
Kazakhstan 	* 	 	 	 	 	0 1 1 0 1 0 0 0 0 0 1 1 0 0 - - - - - - - - - -
Kenya 	 	* 	 	 	 	0 0 0 0 0 1 0 0 1 1 0 0 - - - - - - - - - - - -
Kiribati 	* 	 	 	 	 	1 1 0 0 1 0 0 0 1 1 1 0 0 0 - - - - - - - - - -
Kuwait 	 	* 	 	 	 	0 1 1 1 0 0 0 0 0 1 1 0 - - - - - - - - - - - -
Kyrgyzstan 	* 	 	 	 	 	0 1 1 0 0 0 0 0 0 0 0 1 0 0 - - - - - - - - - -
Lao People's Democratic Republic 	 	* 	 	 	 	0 1 1 1 0 0 0 0 1 0 0 0 - - - - - - - - - - - -
Latvia 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 0 1 0 1 1 - - - - - - - - - -
Lebanon 	 	 	* 	 	 	0 1 1 1 0 1 0 0 1 - - - - - - - - - - - - - - -
Lesotho 	* 	 	 	 	 	0 0 0 0 0 1 0 0 1 0 1 0 0 0 - - - - - - - - - -
Liberia 	 	* 	 	 	 	0 0 0 0 0 1 0 1 0 0 0 0 - - - - - - - - - - - -
Libyan Arab Jamahiriya 	 	 	* 	 	 	0 0 0 0 0 0 0 1 1 - - - - - - - - - - - - - - -
Lithuania 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 0 1 1 1 1 - - - - - - - - - -
Luxembourg 	* 	 	 	 	 	0 1 0 0 1 1 0 1 0 0 0 0 0 0 - - - - - - - - - -
Madagascar 	 	* 	 	 	 	0 0 0 0 0 1 0 1 0 1 0 0 - - - - - - - - - - - -
Malawi 	 	* 	 	 	 	0 0 0 0 0 1 0 1 1 0 0 0 - - - - - - - - - - - -
Malaysia 	 	 	* 	 	 	0 1 1 1 0 1 0 1 0 - - - - - - - - - - - - - - -
Maldives 	* 	 	 	 	 	0 0 0 0 0 1 0 1 1 0 1 0 0 0 - - - - - - - - - -
Mali 	 	* 	 	 	 	0 0 0 0 0 1 0 1 1 1 0 0 - - - - - - - - - - - -
Malta 	* 	 	 	 	 	0 1 0 0 1 1 0 1 0 0 1 0 0 0 - - - - - - - - - -
Marshall Islands 	* 	 	 	 	 	1 0 0 1 0 0 0 0 0 0 0 0 0 0 - - - - - - - - - -
Mauritania 	* 	 	 	 	 	0 0 0 0 0 1 0 1 1 1 1 0 0 0 - - - - - - - - - -
Mauritius 	* 	 	 	 	 	0 0 0 0 0 1 1 0 0 0 0 0 0 0 - - - - - - - - - -
Mexico 	 	 	* 	 	 	0 0 0 0 1 1 0 1 0 - - - - - - - - - - - - - - -
Micronesia, Federated States of 	* 	 	 	 	 	0 1 1 0 1 0 0 0 0 0 0 1 0 0 - - - - - - - - - -
Monaco 	* 	 	 	 	 	0 1 0 0 1 1 0 1 0 1 0 0 0 0 - - - - - - - - - -
Mongolia 	* 	 	 	 	 	0 1 1 0 1 0 0 0 0 0 1 0 0 0 - - - - - - - - - -
Morocco 	 	 	* 	 	 	0 0 0 0 0 0 1 0 0 - - - - - - - - - - - - - - -
Mozambique 	 	* 	 	 	 	0 0 0 0 0 0 0 0 0 1 1 0 - - - - - - - - - - - -
Myanmar 	 	* 	 	 	 	0 1 1 1 0 0 0 0 0 1 0 0 - - - - - - - - - - - -
Namibia 	* 	 	 	 	 	0 0 1 0 0 0 0 0 0 0 0 1 0 0 - - - - - - - - - -
Nauru 	* 	 	 	 	 	1 1 0 0 1 0 0 0 1 0 1 0 0 0 - - - - - - - - - -
Nepal 	 	* 	 	 	 	0 1 1 1 0 0 0 0 1 0 1 0 - - - - - - - - - - - -
Netherlands, Kingdom of the 	 	 	* 	 	 	0 1 0 0 1 0 0 0 0 - - - - - - - - - - - - - - -
New Zealand 	 	 	* 	 	 	1 1 0 0 1 0 0 0 0 - - - - - - - - - - - - - - -
Nicaragua 	 	* 	 	 	 	0 0 0 0 1 1 0 0 0 0 0 0 - - - - - - - - - - - -
Niger 	 	* 	 	 	 	0 0 0 0 0 1 1 0 0 0 1 0 - - - - - - - - - - - -
Nigeria 	 	* 	 	 	 	0 0 0 0 0 1 1 0 0 1 0 0 - - - - - - - - - - - -
Norway 	 	 	* 	 	 	0 1 0 0 0 1 1 1 1 - - - - - - - - - - - - - - -
Oman 	* 	 	 	 	 	0 1 1 1 0 0 0 0 1 1 0 0 0 0 - - - - - - - - - -
Pakistan 	 	 	* 	 	 	0 1 1 1 0 1 1 0 0 - - - - - - - - - - - - - - -
Palau 	* 	 	 	 	 	0 1 1 0 1 0 0 0 0 1 0 0 0 0 - - - - - - - - - -
Panama 	 	* 	 	 	 	0 0 0 0 1 1 0 0 0 0 1 0 - - - - - - - - - - - -
Papua New Guinea 	 	* 	 	 	 	1 0 0 0 1 0 0 1 1 0 0 0 - - - - - - - - - - - -
Paraguay 	 	* 	 	 	 	1 1 1 0 1 0 0 0 1 0 0 0 - - - - - - - - - - - -
Peru 	 	* 	 	 	 	1 1 1 0 1 0 0 0 1 1 0 0 - - - - - - - - - - - -
Philippines 	 	 	* 	 	 	0 1 1 1 0 1 0 1 1 - - - - - - - - - - - - - - -
Poland 	 	 	* 	 	 	0 1 0 0 1 0 0 0 1 - - - - - - - - - - - - - - -
Portugal 	 	 	* 	 	 	0 1 0 0 1 0 0 1 0 - - - - - - - - - - - - - - -
Qatar 	* 	 	 	 	 	0 0 0 0 0 1 1 0 1 0 1 0 0 0 - - - - - - - - - -
Republic of Korea 	 	 	* 	 	 	0 1 1 1 0 0 0 1 1 - - - - - - - - - - - - - - -
Republic of Moldova 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 1 0 0 1 1 - - - - - - - - - -
Romania 	 	 	* 	 	 	0 1 0 0 1 0 1 0 0 - - - - - - - - - - - - - - -
Russian Federation 	 	 	 	 	* 	0 0 0 1 - - - - - - - - - - - - - - - - - - - -
Rwanda 	 	* 	 	 	 	0 0 0 0 0 1 1 0 1 1 1 0 - - - - - - - - - - - -
Saint Lucia 	* 	 	 	 	 	1 1 0 0 1 0 0 0 1 1 0 0 0 0 - - - - - - - - - -
Saint Vincent and the Grenadines 	* 	 	 	 	 	0 0 0 0 1 0 1 1 1 1 0 0 0 0 - - - - - - - - - -
Samoa 	* 	 	 	 	 	1 0 0 1 0 0 0 0 0 0 1 0 0 0 - - - - - - - - - -
San Marino 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 0 0 0 0 0 - - - - - - - - - -
Sao Tome and Principe 	* 	 	 	 	 	0 0 0 0 1 0 0 1 1 1 1 0 0 0 - - - - - - - - - -
Saudi Arabia 	 	 	* 	 	 	0 1 1 1 0 0 0 1 0 - - - - - - - - - - - - - - -
Senegal 	 	* 	 	 	 	0 0 0 0 0 1 1 1 0 0 0 0 - - - - - - - - - - - -
Seychelles 	* 	 	 	 	 	0 0 0 0 0 1 1 1 0 1 0 0 0 0 - - - - - - - - - -
Sierra Leone 	* 	 	 	 	 	0 0 0 0 0 1 1 1 0 1 1 0 0 0 - - - - - - - - - -
Singapore 	 	 	* 	 	 	0 1 1 1 0 1 1 0 1 - - - - - - - - - - - - - - -
Slovakia 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 1 0 1 1 1 - - - - - - - - - -
Slovenia 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 1 1 0 1 1 - - - - - - - - - -
Solomon Islands 	* 	 	 	 	 	1 0 0 0 1 0 0 1 0 1 1 1 0 0 - - - - - - - - - -
Somalia 	 	* 	 	 	 	0 0 0 0 0 1 1 1 1 0 0 0 - - - - - - - - - - - -
South Africa 	 	 	* 	 	 	0 0 0 0 0 0 0 0 1 - - - - - - - - - - - - - - -
Spain 	 	 	 	* 	 	0 0 1 1 0 1 - - - - - - - - - - - - - - - - - -
Sri Lanka 	 	 	* 	 	 	0 1 1 1 0 1 1 1 0 - - - - - - - - - - - - - - -
Sudan 	 	* 	 	 	 	0 0 0 0 0 1 1 1 1 1 0 0 - - - - - - - - - - - -
Suriname 	 	* 	 	 	 	0 0 0 0 1 1 0 0 1 0 0 0 - - - - - - - - - - - -
Swaziland 	* 	 	 	 	 	0 0 0 0 0 1 1 1 1 0 1 0 0 0 - - - - - - - - - -
Sweden 	 	 	* 	 	 	0 1 0 0 1 0 1 0 1 - - - - - - - - - - - - - - -
Switzerland 	 	 	* 	 	 	0 1 0 0 1 0 1 1 0 - - - - - - - - - - - - - - -
Syrian Arab Republic 	 	 	* 	 	 	0 1 1 1 0 1 1 1 1 - - - - - - - - - - - - - - -
Tajikistan 	* 	 	 	 	 	0 1 0 1 0 0 0 1 0 1 0 1 0 0 - - - - - - - - - -
Thailand 	 	 	* 	 	 	1 0 0 0 1 0 0 0 0 - - - - - - - - - - - - - - -
The former Yugoslav
Republic of Macedonia 	* 	 	 	 	 	0 1 0 1 0 0 0 1 0 0 1 0 0 0 - - - - - - - - - -
Togo 	 	* 	 	 	 	0 0 0 0 1 0 0 0 1 0 0 0 - - - - - - - - - - - -
Tonga 	* 	 	 	 	 	1 1 0 0 1 0 0 0 1 1 0 1 0 0 - - - - - - - - - -
Trinidad and Tobago 	 	* 	 	 	 	0 0 0 0 1 1 0 0 0 1 1 0 - - - - - - - - - - - -
Tunisia 	 	 	* 	 	 	0 0 0 0 0 0 1 0 1 - - - - - - - - - - - - - - -
Turkey 	 	 	* 	 	 	0 1 0 0 1 0 1 1 1 - - - - - - - - - - - - - - -
Turkmenistan 	* 	 	 	 	 	0 1 1 0 0 0 0 0 0 0 0 1 1 0 - - - - - - - - - -
Uganda 	 	* 	 	 	 	0 0 0 0 0 1 1 0 1 0 0 0 - - - - - - - - - - - -
Ukraine 	 	 	* 	 	 	0 1 0 1 0 0 0 0 1 - - - - - - - - - - - - - - -
United Arab Emirates 	 	* 	 	 	 	1 0 0 0 1 0 0 1 0 1 1 0 - - - - - - - - - - - -
United Kingdom 	 	 	 	* 	 	0 1 0 0 0 0 - - - - - - - - - - - - - - - - - -
United Republic of Tanzania 	 	* 	 	 	 	0 0 0 0 1 0 0 0 0 0 0 0 - - - - - - - - - - - -
United States 	 	 	 	 	* 	1 0 1 0 - - - - - - - - - - - - - - - - - - - -
Uruguay 	 	* 	 	 	 	1 1 1 0 1 0 0 1 0 0 0 0 - - - - - - - - - - - -
Uzbekistan 	* 	 	 	 	 	0 1 0 1 0 0 0 0 0 1 1 1 1 1 - - - - - - - - - -
Vanuatu 	* 	 	 	 	 	1 1 0 0 1 0 0 1 0 0 0 0 0 0 - - - - - - - - - -
Venezuela 	 	 	* 	 	 	0 0 0 0 1 1 0 1 1 - - - - - - - - - - - - - - -
Viet Nam 	 	 	* 	 	 	1 0 0 0 1 0 0 0 1 - - - - - - - - - - - - - - -
Yemen 	 	* 	 	 	 	1 0 0 0 1 0 0 1 0 0 0 0 - - - - - - - - - - - -
Zambia 	 	* 	 	 	 	0 0 0 0 1 0 0 0 1 0 1 0 - - - - - - - - - - - -
Zimbabwe 	* 	 	 	 	 	0 0 0 0 0 0 0 0 0 1 0 0 0 0 - - - - - - - - - -
Non-Contracting States
Yugoslavia 	 	 	* 	 	 	0 1 0 0 1 1 0 0 0 - - - - - - - - - - - - - - -
Other allocations
ICAO (1) 	 	 	* 	 	 	1 1 1 1 0 0 0 0 0 - - - - - - - - - - - - - - -
ICAO (2) 	* 	 	 	 	 	1 0 0 0 1 0 0 1 1 0 0 1 0 0 - - - - - - - - - -
ICAO (2) 	* 	 	 	 	 	1 1 1 1 0 0 0 0 1 0 0 1 0 0 - - - - - - - - - - 
